Inv. Nr.,Stadtmuseum ID,Link,Inv.-Nr.,Bild,Titel,Maße,Höhe,Breite,Tiefe,Unit,Material,Material Wikidata ID,Datierung in mya,Erdzeitalter,Erdzeitalter Wikidata ID,Herkunft,Herkunft Koordinate,Herkunft Wikidata ID,Herkunft Geoname ID,Fundort,Fundort Koordinate,Fundort Wikidata ID,Fundort Geoname ID,Kommentar,
SM 2012-1592,424562,https://sammlung-online.stadtmuseum.de/index.html?objektid=424562,SM-2012-1592,StadtmuseumBerlin_GeologischeSammlung_SM-2012-1592.jpg,Arcose-Sandstein,"H: 7,10 cm, B: 15,30 cm, T: 10,40 cm","7,1","15,3","10,4",cm,Sandstein,Q13085,570,Kambrium,Q79064,"Dalarne, Schweden und Ostseeraum",,Q205218,2699767,Kiesgrube Hohensaaten,"52.886525, 14.139851",,,"Der rote Arkose-Sandstein ist ein Geschiebe aus Dalarne, Schweden und dem Ostseeraum. Sein Alter beträgt etwa 570 Millionen Jahre (Eokambrium). Es handelt sich um einen Feldspat reichen Sandstein, der über dem kristallinen Grundgebirge abgelagert wurde. In den meisten Gebieten sind diese Sandsteine später wieder abgetragen worden und haben sich nur in Senken, vor allem in der Ostseesenke, gehalten.","2,9,23"
SM 2012-1593,424563,https://sammlung-online.stadtmuseum.de/index.html?objektid=424563,SM-2012-1593,StadtmuseumBerlin_GeologischeSammlung_SM-2012-1593.jpg,Tigersandstein,"H: 4,80 cm, B: 7,60 cm, T: 5,00 cm","4,8","7,6",5,cm,Sandstein,Q13085,545-510,Kambrium,Q79064,Schweden oder Bornholm (Dänemark),"55.403528, 14.554462",,,Kiesgrube Teschendorf,"52.853162, 13.130595",,,"Der Tiger- oder auch Leopardensandstein ist ein Geschiebe aus Skandinavien (Schweden und/oder Bornholm). Sein Alter beträgt zwischen 510 – 545 Millionen Jahre (Unter- bis Mittelkambrium). Es handelt sich um einen hellgelben, meist ziemlich mürben Sandstein, der durch eisen- und manganreiche, dunkelbraune Flecken an das Fell eines Leoparden, weniger an das eines Tigers erinnert. Durch Verwitterung der Eisen- oder Manganverbindungen wird der Stein mürbe und bekommt Löcher auf der Oberseite. Das vorliegende Stück zeigt zudem eine lokale Einfärbung durch Brauneisen.","9,23"
SM 2012-1594,424564,https://sammlung-online.stadtmuseum.de/index.html?objektid=424564,SM-2012-1594,StadtmuseumBerlin_GeologischeSammlung_SM-2012-1594.jpg,Tigersandstein,"H: 6,20 cm, B: 11,50 cm, T: 8,70 cm","6,2","11,5","8,7",cm,Sandstein,Q13085,545-510,Kambrium,Q79064,Schweden oder Bornholm (Dänemark),"55.403528, 14.554462",,,Kiesgrube Gusow,"52.565067, 14.324610",,,"Der Tiger- oder auch Leopardensandstein ist ein Geschiebe aus Skandinavien (Schweden und Bornholm). Sein Alter beträgt zwischen 510 – 545 Millionen Jahre (Unter- bis Mittelkambrium). Es handelt sich um einen hellgelben, meist ziemlich mürben Sandstein, der durch eisen- und manganreiche, dunkelbraune Flecken an das Fell eines Leoparden, weniger an das eines Tigers erinnert. Durch Verwitterung der Eisen- oder Manganverbindungen wird der Stein mürbe und bekommt Löcher auf der Oberseite.","9,23"
SM 2012-1595,424565,https://sammlung-online.stadtmuseum.de/index.html?objektid=424565,SM-2012-1595,StadtmuseumBerlin_GeologischeSammlung_SM-2012-1595_MichaelSetzpfandt.jpg,Tigersandstein,"H: 4,70 cm, B: 8,10 cm, T: 6,60 cm","4,7","8,1","6,6",cm,Sandstein,Q13085,545-510,Kambrium,Q79064,Schweden oder Bornholm (Dänemark),"55.403528, 14.554462",,,Kiesgrube Hohensaaten,"52.886525, 14.139851",,,"Der Tiger- oder auch Leopardensandstein ist ein Geschiebe aus Skandinavien (Schweden und Bornholm). Sein Alter beträgt zwischen 510 – 545 Millionen Jahre (Unter- bis Mittelkambrium). Es handelt sich um einen hellgelben, meist ziemlich mürben Sandstein, der durch eisen- und manganreiche, dunkelbraune Flecken an das Fell eines Leoparden, weniger an das eines Tigers erinnert. Durch Verwitterung der Eisen- oder Manganverbindungen wird der Stein mürbe und bekommt Löcher auf der Oberseite.","9,23"
SM 2012-1596,424566,https://sammlung-online.stadtmuseum.de/index.html?objektid=424566,SM-2012-1596,StadtmuseumBerlin_GeologischeSammlung_SM-2012-1596.jpg,Tigersandstein,"H: 8,00 cm, B: 9,50 cm, T: 8,80 cm",8,"9,5","8,8",cm,Sandstein,Q13085,545-510,Kambrium,Q79064,Schweden oder Bornholm (Dänemark),"55.403528, 14.554462",,,Kiesgrube Hohensaaten,"52.886525, 14.139851",,,"Der Tiger- oder auch Leopardensandstein ist ein Geschiebe aus Skandinavien (Schweden und Bornholm). Sein Alter beträgt zwischen 510 – 545 Millionen Jahre (Unter- bis Mittelkambrium). Es handelt sich um einen hellgelben, meist ziemlich mürben Sandstein, der durch eisen- und manganreiche, dunkelbraune Flecken an das Fell eines Leoparden, weniger an das eines Tigers erinnert. Durch Verwitterung der Eisen- oder Manganverbindungen wird der Stein mürbe und bekommt Löcher auf der Oberseite.","9,23"
SM 2012-1597,424567,https://sammlung-online.stadtmuseum.de/index.html?objektid=424567,SM-2012-1597,StadtmuseumBerlin_GeologischeSammlung_SM-2012-1597.jpg,Tigersandstein,"H: 5,50 cm, B: 7,10 cm, T: 4,90 cm","5,5","7,1","4,9",cm,Sandstein,Q13085,545-510,Kambrium,Q79064,Schweden oder Bornholm (Dänemark),"55.403528, 14.554462",,,Cremzow,,,2939761,"Der Tiger- oder auch Leopardensandstein ist ein Geschiebe aus Skandinavien (Schweden und Bornholm). Sein Alter beträgt zwischen 510 – 545 Millionen Jahre (Unter- bis Mittelkambrium). Es handelt sich um einen hellgelben, meist ziemlich mürben Sandstein, der durch eisen- und manganreiche, dunkelbraune Flecken an das Fell eines Leoparden, weniger an das eines Tigers erinnert. Durch Verwitterung der Eisen- oder Manganverbindungen wird der Stein mürbe und bekommt Löcher auf der Oberseite.","9,23"
SM 2012-1598 1-2,424568,https://sammlung-online.stadtmuseum.de/index.html?objektid=424568,SM-2012-1598-1-2,StadtmuseumBerlin_GeologischeSammlung_SM-2012-1598-1-2.jpg,Glaukonit-Sandstein mit Hyolith,"H: 2,20 cm, B: 11,70 cm, T: 9,00 cm","2,2","11,7",9,cm,Sandstein,Q13085,545,Kambrium,Q79064,Schonen und Kalmarsund (Schweden) bis Bornholm (Dänemark),"55.403528, 14.554462",,,Kiesgrube Gusow,"52.565067, 14.324610",,,Der Glaukonit-Sandstein ist ein Geschiebe aus dem ältesten fossilführenden Horizont Skandinaviens. Sein Ablagerungsgebiet erstreckt sich von Schonen über den Kalmarsund bis nach Bornholm. Sein Alter beträgt 545 Millionen Jahre (tiefes Unterkambrium). Der Sandstein enthält einen Abdruck eines Hyolithen. Es handelt sich dabei um eine mutmaßlich zu den Mollusken gehörende paläozoische Tiergruppe unsicherer systematischer Stellung mit Blütezeit im Kambrium.,"9,23"
SM 2012-1599,424569,https://sammlung-online.stadtmuseum.de/index.html?objektid=424569,SM-2012-1599,StadtmuseumBerlin_GeologischeSammlung_SM-2012-1599.jpg,Mobergella-Sandstein,"H: 2,70 cm, B: 6,70 cm, T: 4,90 cm","2,7","6,7","4,9",cm,Sandstein,Q13085,545,Kambrium,Q79064,Schonen und Kalmarsund (Schweden) bis Bornholm (Dänemark),"55.403528, 14.554462",,,Kiesgrube Gusow,"52.565067, 14.324610",,,Der Glaukonit-Sandstein ist ein Geschiebe aus dem ältesten fossilführenden Horizont Skandinaviens. Sein Ablagerungsgebiet erstreckt sich von Schonen über den Kalmarsund bis nach Bornholm. Sein Alter beträgt 545 Millionen Jahre (tiefes Unterkambrium). Der Sandstein enthält einen Abdruck von Mobergella. Die systematische Stellung dieses Fossils ist noch ungeklärt. Es handelt sich jedoch um das erste Fossil in Schalenerhaltung in Nordeuropa!,"9,23"
SM 2012-1600,424570,https://sammlung-online.stadtmuseum.de/index.html?objektid=424570,SM-2012-1600,StadtmuseumBerlin_GeologischeSammlung_SM-2012-1600.jpg,Glaukonit-Sandstein mit Volborthella,"H: 2,50 cm, B: 10,70 cm, T: 7,60 cm","2,5","10,7","7,6",cm,Sandstein,Q13085,545,Kambrium,Q79064,Schonen und Kalmarsund (Schweden) bis Bornholm (Dänemark),"55.403528, 14.554462",,,Rügen,,Q3237,2843325,"Der Glaukonit-Sandstein ist ein Geschiebe aus dem ältesten fossilführenden Horizont Skandinaviens. Sein Ablagerungsgebiet erstreckt sich von Schonen über den Kalmarsund bis nach Bornholm. Sein Alter beträgt 545 Millionen Jahre (tiefes Unterkambrium). Der Sandstein enthält Abdrücke von Volborthella in Strömungseinregelung. Die systematische Stellung von Volborthella ist noch nicht geklärt. Volborthella ist jedoch ein gutes Leitfossil für das tiefe Unterkambrium. Vorkommen gibt es in Nordamerika, Grönland, Spitzbergen und Nordeuropa.","9,23"
SM 2012-1601,424571,https://sammlung-online.stadtmuseum.de/index.html?objektid=424571,SM-2012-1601,StadtmuseumBerlin_GeologischeSammlung_SM-2012-1601.jpg,Mobergella-Sandstein,"H: 1,80 cm, B: 13,00 cm, T: 12,00 cm","1,8",13,12,cm,Sandstein,Q13085,545,Kambrium,Q79064,Schonen und Kalmarsund (Schweden) bis Bornholm (Dänemark),"55.403528, 14.554462",,,Kiesgrube Gusow,"52.565067, 14.324610",,,Der Glaukonit-Sandstein ist ein Geschiebe aus dem ältesten fossilführenden Horizont Skandinaviens. Sein Ablagerungsgebiet erstreckt sich von Schonen über den Kalmarsund bis nach Bornholm. Sein Alter beträgt 545 Millionen Jahre (tiefes Unterkambrium). Der Sandstein enthält einen Abdruck von Mobergella. Die systematische Stellung dieses Fossils ist noch ungeklärt. Es handelt sich jedoch um das erste Fossil in Schalenerhaltung in Nordeuropa!,"9,23"
SM 2012-1602,424572,https://sammlung-online.stadtmuseum.de/index.html?objektid=424572,SM-2012-1602,StadtmuseumBerlin_GeologischeSammlung_SM-2012-1602.jpg,Mobergella-Sandstein,"H: 1,60 cm, B: 12,30 cm, T: 4,60 cm","1,6","12,3","4,6",cm,Sandstein,Q13085,545,Kambrium,Q79064,Schonen und Kalmarsund (Schweden) bis Bornholm (Dänemark),"55.403528, 14.554462",,,Kiesgrube Teschendorf,"52.853162, 13.130595",,,Der Glaukonit-Sandstein ist ein Geschiebe aus dem ältesten fossilführenden Horizont Skandinaviens. Sein Ablagerungsgebiet erstreckt sich von Schonen über den Kalmarsund bis nach Bornholm. Sein Alter beträgt 545 Millionen Jahre (tiefes Unterkambrium). Der Sandstein enthält einen Abdruck von Mobergella. Die systematische Stellung dieses Fossils ist noch ungeklärt. Es handelt sich jedoch um das erste Fossil in Schalenerhaltung in Nordeuropa!,"9,23"
SM 2012-1603,424573,https://sammlung-online.stadtmuseum.de/index.html?objektid=424573,SM-2012-1603,StadtmuseumBerlin_GeologischeSammlung_SM-2012-1603.jpg,Mobergella-Sandstein,"H: 2,60 cm, B: 8,10 cm, T: 5,30 cm","2,6","8,1","5,3",cm,Sandstein,Q13085,545,Kambrium,Q79064,Schonen und Kalmarsund (Schweden) bis Bornholm (Dänemark),"55.403528, 14.554462",,,"Kiesgrube Pinnowhof, Neukloster","53.905731, 11.716552",,,"Der Glaukonit-Sandstein ist ein Geschiebe aus dem ältesten fossilführenden Horizont Skandinaviens. Sein Ablagerungsgebiet erstreckt sich von Schonen über den Kalmarsund bis nach Bornholm. Sein Alter beträgt 545 Millionen Jahre (tiefes Unterkambrium). Der Sandstein enthält einen Abdruck von Mobergella. Die systematische Stellung dieses Fossils ist noch ungeklärt. Es handelt sich jedoch um das erste Fossil in Schalenerhaltung in Nordeuropa! Seine rundliche Schale von 1,5 - 3 mm Durchmesser weist auf der Innenseite 14 Muskelgruben auf, die bei diesem Exemplar exzellent zu erkennen sind.","9,23"
SM 2012-1604,424574,https://sammlung-online.stadtmuseum.de/index.html?objektid=424574,SM-2012-1604,StadtmuseumBerlin_GeologischeSammlung_SM-2012-1604.jpg,Glaukonit-Sandstein mit Volborthella,"H: 1,70 cm, B: 13,00 cm, T: 8,80 cm","1,7",13,"8,8",cm,Sandstein,Q13085,545,Kambrium,Q79064,Schonen und Kalmarsund (Schweden) bis Bornholm (Dänemark),"55.403528, 14.554462",,,Kiesgrube Bralitz,"52.838283, 14.025615",,,"Der Glaukonit-Sandstein ist ein Geschiebe aus dem ältesten fossilführenden Horizont Skandinaviens. Sein Ablagerungsgebiet erstreckt sich von Schonen über den Kalmarsund bis nach Bornholm. Sein Alter beträgt 545 Millionen Jahre (tiefes Unterkambrium). Der Sandstein enthält Abdrücke von Volborthella. Die systematische Stellung von Volborthella ist noch nicht geklärt. Volborthella ist jedoch ein gutes Leitfossil für das tiefe Unterkambrium. Vorkommen gibt es in Nordamerika, Grönland, Spitzbergen und Nordeuropa.","9,23"
SM 2012-1605,424575,https://sammlung-online.stadtmuseum.de/index.html?objektid=424575,SM-2012-1605,StadtmuseumBerlin_GeologischeSammlung_SM-2012-1605.jpg,Basiskonglomerat mit Mobergella,"H: 3,20 cm, B: 10,40 cm, T: 8,80 cm","3,2","10,4","8,8",cm,Konglomerat,Q191704,545,Kambrium,Q79064,Kalmarsund (Schweden) bis Bornholm (Dänemark),"55.779125, 15.735492",,,Kiesgrube Metzelthin,"53.185236, 13.516131",,,"Das Konglomerat ist ein Geschiebe aus Skandinavien, aus dem Raum zwischen Kalmarsund und Bornholm. Sein Alter beträgt 545 Millionen Jahre (tiefes Unterkambrium). Der obere Teil des kambrischen Basiskonglomerates ist zusammen mit dem darüber liegenden unterkambrischen Glaukonit-Sandstein der älteste fossilführende Horizont Skandinaviens. Das Konglomerat enthält einen Abdruck von Mobergella. Die systematische Stellung dieses Fossils ist noch ungeklärt. Es handelt sich jedoch um das erste Fossil in Schalenerhaltung in Nordeuropa! Seine rundliche Schale von 1,5 - 3 mm Durchmesser weist auf der Innenseite 14 Muskelgruben auf, die bei diesem Exemplar gut zu erkennen sind.","9,14,23"
SM 2012-1606,424576,https://sammlung-online.stadtmuseum.de/index.html?objektid=424576,SM-2012-1606,StadtmuseumBerlin_GeologischeSammlung_SM-2012-1606.jpg,Basiskonglomerat,"H: 3,40 cm, B: 6,50 cm, T: 4,80 cm","3,4","6,5","4,8",cm,Konglomerat,Q191704,550,Kambrium,Q79064,Kalmarsund (Schweden) bis Bornholm (Dänemark),"55.779125, 15.735492",,,Kiesgrube Gusow,"52.565067, 14.324610",,,"Das Konglomerat ist ein Geschiebe aus Skandinavien, aus dem Raum zwischen Kalmarsund und Bornholm. Sein Alter beträgt 550 Millionen Jahre (tiefstes Unterkambrium). Das untere Basiskonglomerat ist die älteste Ablagerung des Kambriums in Skandinavien. Es ist sehr phosphatreich und enthält noch keine Fossilien.","9,14"
SM 2012-1607,424577,https://sammlung-online.stadtmuseum.de/index.html?objektid=424577,SM-2012-1607,StadtmuseumBerlin_GeologischeSammlung_SM-2012-1607.jpg,Konglomerat mit Mobergella,"H: 3,70 cm, B: 6,90 cm, T: 4,20 cm","3,7","6,9","4,2",cm,Konglomerat,Q191704,545,Kambrium,Q79064,Kalmarsund (Schweden) bis Bornholm (Dänemark),"55.779125, 15.735492",,,"Kiesgrube Ziezow, Fläming","52.143384, 12.728301",,,"Das Konglomerat ist ein Geschiebe aus Skandinavien, aus dem Raum zwischen Kalmarsund und Bornholm. Sein Alter beträgt 545 Millionen Jahre (tiefes Unterkambrium). Der obere Teil des kambrischen Basiskonglomerates ist zusammen mit dem darüber liegenden unterkambrischen Glaukonit-Sandstein der älteste fossilführende Horizont Skandinaviens. Das Konglomerat enthält einen Abdruck von Mobergella. Die systematische Stellung dieses Fossils ist noch ungeklärt. Es handelt sich jedoch um das erste Fossil in Schalenerhaltung in Nordeuropa!","9,14,23"
SM 2012-1608,424578,https://sammlung-online.stadtmuseum.de/index.html?objektid=424578,SM-2012-1608,StadtmuseumBerlin_GeologischeSammlung_SM-2012-1608.jpg,Glaukonit-Sandstein,"H: 2,30 cm, B: 5,10 cm, T: 4,20 cm","2,3","5,1","4,2",cm,Sandstein,Q13085,545,Kambrium,Q79064,Schonen und Kalmarsund (Schweden) bis Bornholm (Dänemark),"55.403528, 14.554462",,,Kiesgrube Horstfelde,"52.224455, 13.378681",,,"Der Glaukonit-Sandstein ist ein Geschiebe aus dem ältesten fossilführenden Horizont Skandinaviens. Sein Ablagerungsgebiet erstreckt sich von Schonen über den Kalmarsund bis nach Bornholm. Sein Alter beträgt 545 Millionen Jahre (tiefes Unterkambrium). Das Gestein zeigt eine schwache Metamorphose, die vermutlich von der kaledonischen Gebirgsbildung herrührt.","9,18,23"
SM 2012-1609 1-3,424579,https://sammlung-online.stadtmuseum.de/index.html?objektid=424579,SM-2012-1609-1-3,StadtmuseumBerlin_GeologischeSammlung_SM-2012-1609-1-3.jpg,Schluffstein mit Lebensspuren,"H: 3,90 cm, B: 12,00 cm, T: 8,70 cm","3,9",12,"8,7",cm,Schluff,Q565731,512,Kambrium,Q79064,"Öland, Schweden",,Q239276,2687204,Kiesgrube Gusow,"52.565067, 14.324610",,,"Der Schluffstein ist ein Leitgeschiebe von Öland, Schweden. Sein Alter beträgt etwa 512 Millionen Jahre (mittleres Mittelkambrium). Das Gestein zeigt Lebensspuren (Ichnofossilien) unbekannter Herkunft. Es handelt sich um eine typische kalkarme Spurenfazies ohne Fossilschalen aus der Paradoxides paradoxissimus Zone (früher P. tessini, Trilobit).","16,25"
SM 2012-1610,424582,https://sammlung-online.stadtmuseum.de/index.html?objektid=424582,SM-2012-1610,StadtmuseumBerlin_GeologischeSammlung_SM-2012-1610.jpg,Schluffstein mit Lebensspuren,"H: 6,00 cm, B: 18,90 cm, T: 16,30 cm",6,"18,9","16,3",cm,Schluff,Q565731,512,Kambrium,Q79064,"Öland, Schweden",,Q239276,2687204,Kiesgrube Gusow,"52.565067, 14.324610",,,"Der Schluffstein ist ein Leitgeschiebe von Öland, Schweden. Sein Alter beträgt etwa 512 Millionen Jahre (mittleres Mittelkambrium). Das Gestein zeigt mit Lebensspuren (Ichnofossilien) unbekannter Herkunft. Es handelt sich um eine typische kalkarme Spurenfazies ohne Fossilschalen aus der Paradoxides paradoxissimus Zone (früher P. tessini, Trilobit).","16,25"
SM 2012-1611,424585,https://sammlung-online.stadtmuseum.de/index.html?objektid=424585,SM-2012-1611,StadtmuseumBerlin_GeologischeSammlung_SM-2012-1611.jpg,Kalksandstein Oelandicus-Stufe,"H: 4,40 cm, B: 7,60 cm, T: 5,30 cm","4,4","7,6","5,3",cm,Sandstein,Q13085,518,Kambrium,Q79064,"Schonen, Schweden und mittlere Ostsee","56.041248, 17.869615",,,Kiesgrube Hohensaaten,"52.886525, 14.139851",,,"Der Kalksandstein ist ein Geschiebe aus der mittleren Ostsee und Schonen. Sein Alter beträgt etwa 518 Millionen Jahre (mittleres Kambrium). Das Gestein stammt aus der Oelandicus-Stufe des Mittelkambriums, benannt nach dem Trilobiten Paradoxides oelandicus. Er enthält Reste des Trilobiten Ellipsocephalus sp.",9
SM 2012-1612,424590,https://sammlung-online.stadtmuseum.de/index.html?objektid=424590,SM-2012-1612,StadtmuseumBerlin_GeologischeSammlung_SM-2012-1612.jpg,Anthrakonit,"H: 5,70 cm, B: 7,10 cm, T: 5,40 cm","5,7","7,1","5,4",cm,Kalkspat,Q171917,500,Kambrium,Q79064,Süd- bis Mittelschweden,"58.785862, 14.750581",,,Kiesgrube Gusow,"52.565067, 14.324610",,,"Anthrakonit ist ein seltenes Geschiebe aus Süd- Mittelschweden. Sein Alter beträgt 500 Millionen Jahre (oberes Kambrium). Es handelt sich um bitumenhaltige, oft radial-strahlig angeordnete, lange Kalkspat-Kristalle. Anthrakonit ist an die Stinkkalkknollen im Alaunschiefer Schwedens gebunden. Die sekundär diagenetisch entstandenen Kristalle enthalten keine Fossilien.","1,9"
SM 2012-1613 1-2,424599,https://sammlung-online.stadtmuseum.de/index.html?objektid=424599,SM-2012-1613-1-2,StadtmuseumBerlin_GeologischeSammlung_SM-2012-1613-1-2.jpg,"Stinkkalk, Zone 1","H: 3,9 cm, B: 12,00 cm, T: 9,40 cm","3,9",12,"9,4",cm,Kalkstein,Q23757,500,Kambrium,Q79064,Süd- bis Mittelschweden,"58.785862, 14.750581",,,Insel Poel,,Q3193,2853042,"Stinkkalk ist ein Geschiebe aus Süd- bis Mittelschweden. Sein Alter beträgt 500 Millionen Jahre (Oberkambrium). Stinkkalke kommen als Lagen, Linsen und Knollen im Alaunschiefer vor. Beim Anschlagen riechen sie nach Schwefelwasserstoff. Sie werden nach den Häutungsresten der dominierenden Trilobitenart charakterisiert und stratigraphisch eingeteilt. Das vorliegende Stück aus der Zone 1 enthält fast ausschließlich Häutungsreste des Trilobiten Agnostus pisiformis. Auf der Außenseite zeigt es Eiskritzungen, die vom Gletschertransport herrühren.","1,9"
SM 2012-1614,424600,https://sammlung-online.stadtmuseum.de/index.html?objektid=424600,SM-2012-1614,StadtmuseumBerlin_GeologischeSammlung_SM-2012-1614.jpg,"Stinkkalk, Zone 1","H: 2,60 cm, B: 17,00 cm, T: 12,60 cm","2,6",17,"12,6",cm,Kalkstein,Q23757,500,Kambrium,Q79064,Süd- bis Mittelschweden,"58.785862, 14.750581",,,Eberswalde,,Q9306,2933882,"Stinkkalk ist ein Geschiebe aus Süd- bis Mittelschweden. Sein Alter beträgt 500 Millionen Jahre (Oberkambrium). Stinkkalke kommen als Lagen, Linsen und Knollen im Alaunschiefer vor. Beim Anschlagen riechen sie nach Schwefelwasserstoff. Sie werden nach den Häutungsresten der dominierenden Trilobitenart charakterisiert und stratigraphisch eingeteilt. Das vorliegende Stück aus der Zone 1 enthält fast ausschließlich Häutungsreste des Trilobiten Agnostus pisiformis.","1,9"
SM 2012-1615,424601,https://sammlung-online.stadtmuseum.de/index.html?objektid=424601,SM-2012-1615,StadtmuseumBerlin_GeologischeSammlung_SM-2012-1615.jpg,"Stinkkalk, Zone 1","H: 1,50 cm, B: 8,50 cm, T: 4,70 cm","1,5","8,5","4,7",cm,Kalkstein,Q23757,500,Kambrium,Q79064,Süd- bis Mittelschweden,"58.785862, 14.750581",,,Stohl bei Eckernförde,"54.471044, 10.147925",,,"Stinkkalk ist ein Geschiebe aus Süd- bis Mittelschweden. Sein Alter beträgt 500 Millionen Jahre (Oberkambrium). Stinkkalke kommen als Lagen, Linsen und Knollen im Alaunschiefer vor. Beim Anschlagen riechen sie nach Schwefelwasserstoff. Sie werden nach den Häutungsresten der dominierenden Trilobitenart charakterisiert und stratigraphisch eingeteilt. Das vorliegende Stück aus der Zone 1 zeigt sehr gut erhaltene, dreidimensionale Exemplare des Trilobiten Agnostus pisiformis.","1,9"
